User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Calories,Intensity
13422365,male,44,180,84,11.0,91,49.0,
16412866,female,49,173,67,10.0,85,42.0,
12961279,male,49,179,79,7.0,95,37.0,
15322514,female,46,154,55,3.0,84,12.0,
18742025,male,75,186,84,29.0,107,243.0,
19370901,female,20,167,58,5.0,76,14.0,
16152838,female,33,154,59,28.0,105,171.0,
11589040,male,68,166,75,28.0,112,241.0,
18394669,female,58,173,73,20.0,104,125.0,
19783354,male,23,179,81,26.0,112,171.0,
15351545,male,79,198,96,9.0,87,52.0,
12132600,male,43,201,104,28.0,103,187.0,
12811109,female,37,178,74,24.0,104,141.0,
13079051,male,75,199,103,28.0,123,314.0,
13156882,female,61,173,73,26.0,102,159.0,
15720905,female,26,169,62,9.0,80,30.0,
11372824,female,23,173,72,28.0,110,176.0,
10352361,male,64,178,82,25.0,111,211.0,
13705651,female,20,170,68,8.0,85,29.0,
16859377,female,22,171,69,21.0,95,99.0,
15352402,female,27,169,69,27.0,116,190.0,
11626397,male,36,190,95,7.0,83,22.0,
13744758,male,59,191,92,30.0,110,247.0,
15704485,male,36,206,103,5.0,84,17.0,
11639090,female,71,160,65,8.0,86,37.0,
17172875,female,21,167,67,21.0,103,117.0,
12219500,male,56,188,90,10.0,91,52.0,
17495765,female,68,166,64,2.0,75,7.0,
18147320,male,75,172,74,10.0,98,68.0,
19057565,male,48,176,84,17.0,89,74.0,
16697741,male,62,185,91,24.0,97,154.0,
14165839,female,53,156,60,26.0,104,165.0,
11217409,male,47,187,89,17.0,97,96.0,
11023789,male,39,188,91,13.0,101,77.0,
16838492,female,54,168,63,17.0,92,86.0,
15162283,male,38,201,104,21.0,101,129.0,
16886509,female,39,149,51,26.0,100,151.0,
15281529,male,51,182,81,28.0,106,197.0,
13550814,male,30,193,92,13.0,104,77.0,
15912232,female,33,156,61,5.0,90,22.0,
17844052,male,47,182,82,27.0,100,161.0,
12876943,female,64,155,55,25.0,114,192.0,
10280911,female,37,159,58,8.0,90,37.0,
19287036,male,41,188,91,20.0,106,135.0,
14893331,male,61,179,77,11.0,90,55.0,
12514678,male,38,169,71,10.0,84,29.0,
16685296,male,21,185,88,12.0,97,52.0,
12746799,female,26,173,73,1.0,69,2.0,
10986379,male,48,183,81,21.0,94,106.0,
12209289,male,71,183,80,6.0,84,28.0,
10374360,male,73,199,97,22.0,107,189.0,
19857904,female,65,158,61,26.0,111,190.0,
14899078,female,57,149,56,13.0,91,66.0,
18109896,male,49,185,93,22.0,99,135.0,
10658315,male,55,178,79,4.0,97,23.0,
16614243,male,20,182,74,12.0,80,17.0,
11307336,female,45,163,58,5.0,84,21.0,
16566416,female,53,175,75,13.0,90,60.0,
12128736,female,46,166,58,10.0,93,51.0,
14876896,male,25,198,96,5.0,85,15.0,
14351379,male,22,163,65,9.0,92,29.0,
17184236,female,60,164,66,27.0,110,190.0,
18004108,female,50,168,62,11.0,89,51.0,
14000981,female,61,157,56,17.0,95,95.0,
15744897,female,69,165,62,29.0,112,216.0,
14503730,male,30,195,92,30.0,101,165.0,
12911778,female,33,164,61,20.0,105,122.0,
12810704,male,21,206,105,15.0,96,69.0,
15842647,female,39,152,53,20.0,99,113.0,
17928110,male,26,180,81,7.0,92,26.0,
16245947,male,44,175,80,5.0,91,22.0,
12746398,female,58,144,42,12.0,96,70.0,
15409745,male,24,177,83,4.0,83,9.0,
11889909,male,35,187,91,15.0,95,72.0,
11023601,male,21,189,94,25.0,111,165.0,
13200163,male,26,181,82,29.0,105,165.0,
14234232,female,30,162,57,15.0,88,64.0,
10466078,male,27,182,81,18.0,105,103.0,
16901821,female,32,147,51,4.0,83,15.0,
15818779,female,30,185,84,9.0,85,32.0,
13074999,female,79,160,57,14.0,85,68.0,
14418208,female,39,164,58,25.0,106,159.0,
17837201,male,25,188,89,6.0,92,23.0,
18884271,female,23,169,70,13.0,90,54.0,
13959790,female,47,172,70,2.0,89,9.0,
11082105,male,34,182,80,29.0,120,240.0,
19999394,female,36,152,54,10.0,86,42.0,
18509951,male,63,203,115,14.0,106,117.0,
13943690,female,37,164,59,26.0,106,164.0,
12488317,female,50,156,55,23.0,98,132.0,
19386173,male,62,191,96,2.0,85,9.0,
13439081,female,37,173,67,15.0,94,74.0,
10710630,female,35,169,69,23.0,96,116.0,
19057536,male,27,174,79,8.0,102,42.0,
15596079,male,55,179,79,24.0,110,187.0,
17437832,male,36,173,75,16.0,94,70.0,
10925383,female,22,140,45,7.0,86,29.0,
15350635,male,20,170,71,9.0,83,17.0,
19447279,male,43,185,83,28.0,108,195.0,
10199291,female,73,181,76,19.0,106,127.0,
11037310,male,22,184,82,14.0,87,39.0,
17386243,male,67,155,64,6.0,88,28.0,
17568474,male,25,195,100,16.0,93,68.0,
14116675,female,41,165,63,17.0,97,91.0,
12553644,male,49,181,81,16.0,97,89.0,
13816392,female,58,148,53,2.0,89,10.0,
16427125,male,27,180,80,28.0,111,185.0,
14856859,female,33,172,76,5.0,79,16.0,
15173138,female,59,156,58,19.0,91,97.0,
16489177,male,21,183,77,13.0,92,44.0,
14701673,female,65,155,59,10.0,95,56.0,
11952276,male,22,191,88,21.0,103,112.0,
18146668,male,55,192,91,10.0,81,37.0,
11529339,male,22,182,82,9.0,86,24.0,
13721168,female,35,132,38,30.0,112,216.0,
17327058,male,58,203,101,15.0,101,106.0,
10712255,male,45,194,103,14.0,85,57.0,
11647949,male,62,195,99,18.0,97,119.0,
11326795,female,74,162,60,16.0,97,96.0,
10121663,female,48,146,46,7.0,88,33.0,
12242593,male,23,173,73,23.0,100,106.0,
17167096,male,31,184,90,25.0,106,156.0,
12398043,male,53,199,98,14.0,92,75.0,
15869217,male,73,189,89,18.0,99,130.0,
15608003,female,27,170,66,21.0,113,142.0,
15148449,male,40,177,83,22.0,99,121.0,
10083227,female,66,162,66,24.0,99,143.0,
11341405,female,46,170,73,20.0,105,123.0,
17415559,female,75,165,62,26.0,108,186.0,
12355386,male,33,162,67,13.0,94,53.0,
10029283,female,49,164,59,27.0,104,170.0,
10483979,female,37,166,67,15.0,97,78.0,
17175333,female,43,167,70,26.0,113,182.0,
16115051,female,66,187,82,11.0,92,55.0,
16616022,female,51,161,59,25.0,101,150.0,
19263430,female,33,162,56,6.0,80,21.0,
17570700,male,48,170,72,6.0,90,26.0,
14210556,male,43,192,95,18.0,93,90.0,
11031105,male,48,174,75,16.0,99,91.0,
18517438,male,34,186,87,17.0,95,79.0,
13263452,female,61,168,66,29.0,107,195.0,
17636680,female,48,177,75,10.0,101,57.0,
15998462,female,30,162,57,18.0,98,96.0,
10923384,female,79,163,61,7.0,93,39.0,
10719211,female,67,172,73,4.0,85,18.0,
14807514,male,60,184,84,4.0,85,17.0,
15046678,female,57,171,76,15.0,97,82.0,
18818959,male,34,194,96,19.0,101,110.0,
15142192,female,42,157,56,25.0,106,161.0,
11682404,male,38,181,82,25.0,107,164.0,
19330869,male,43,179,83,5.0,81,15.0,
15546601,male,76,189,99,12.0,96,85.0,
10425714,male,37,179,79,23.0,101,128.0,
18936440,male,23,195,98,14.0,94,59.0,
17396723,male,21,205,108,2.0,84,6.0,
17061308,female,20,151,54,18.0,92,82.0,
12777154,female,23,168,62,25.0,105,148.0,
19349772,female,20,170,65,3.0,76,8.0,
18368929,female,25,173,71,14.0,86,53.0,
10927426,female,24,155,50,16.0,98,85.0,
11120168,female,29,157,57,22.0,99,120.0,
14150444,male,43,199,106,28.0,107,205.0,
18829534,female,26,175,66,4.0,80,13.0,
15386312,female,76,176,77,28.0,107,192.0,
10326650,male,43,184,89,4.0,91,18.0,
16735987,male,73,190,94,7.0,92,44.0,
16154968,male,42,198,104,26.0,103,172.0,
18233908,female,23,171,65,27.0,105,158.0,
17734647,male,22,186,76,6.0,82,11.0,
11814565,male,28,176,77,25.0,96,108.0,
16650415,female,20,170,64,23.0,96,112.0,
16392133,female,36,169,65,14.0,92,66.0,
19531492,male,26,201,104,10.0,88,36.0,
14513854,male,59,167,72,4.0,89,19.0,
14212755,female,22,152,50,10.0,94,49.0,
15572882,female,50,170,70,26.0,100,149.0,
12989515,male,22,171,77,2.0,81,4.0,
16566986,female,52,171,70,28.0,115,206.0,
17475896,female,31,169,66,23.0,94,111.0,
14839482,male,68,186,98,28.0,105,226.0,
11732358,female,48,169,65,11.0,94,56.0,
11729396,male,31,186,94,7.0,92,30.0,
12059109,female,23,159,60,15.0,91,67.0,
11127484,male,24,178,78,22.0,102,111.0,
16208945,male,58,172,75,27.0,107,199.0,
16089746,female,32,176,69,15.0,102,85.0,
11949730,female,21,144,47,2.0,77,6.0,
12945677,male,63,200,98,28.0,105,219.0,
